행정동,period,avg_land_price,land_price_growth_rate,transaction_count,transaction_growth_rate,transaction_log_growth,transaction_new_activity_flag,z_land_price_growth,z_transaction_growth,z_transaction_log_growth,real_estate_pressure_index,real_estate_pressure_index_100,real_estate_pressure_level,kmeans_land_feature,kmeans_transaction_feature,real_estate_cluster,real_estate_cluster_name
운중동,2024,3615337.704918033,3.033965585669897,349.0,53.07017543859649,0.424211150929219,0.0,0.25659362584665163,0.03132007071078142,0.3950033327382788,0.14395684827871652,28.497262341391142,중상,0.25659362584665163,0.03132007071078142,0,상승-거래정체형
운중동,2025,3731710.655737705,3.21886806483851,374.0,7.163323782234957,0.06899287148695166,0.0,0.4317293004576253,-0.34446176886291463,-0.10272844461876258,0.04363376579735534,26.415541598253007,중상,0.4317293004576253,-0.34446176886291463,0,상승-거래정체형
위례동,2023,5820180.263157895,,83.5,,,0.0,,,,,,,,,,
위례동,2024,6028118.421052632,3.572709924656434,86.0,2.9940119760479043,0.029156584291455623,0.0,0.7668807440913404,-0.3785906974161797,-0.15854704173671397,0.19414502333758038,29.53867536914271,중상,0.7668807440913404,-0.3785906974161797,0,상승-거래정체형
위례동,2025,6238498.039215687,3.489971554445977,134.0,55.81395348837209,0.4393666597838459,0.0,0.6885127289723704,0.05377994163908376,0.41623922851145745,0.37114633530572705,33.2114822005637,상,0.6885127289723704,0.05377994163908376,0,상승-거래정체형
은행1동,2023,4331764.166666667,,3.0,,,0.0,,,,,,,,,,
은행1동,2024,4372036.666666667,0.9297020440286358,3.5,16.666666666666664,0.1177830356563836,0.0,-1.7365198066052379,-0.26666981532308903,-0.03436367699553537,-1.0015948109641635,4.726873788734164,하,-1.7365198066052379,-0.26666981532308903,1,하락-거래위축형
은행1동,2025,4503143.333333333,2.9987549662209156,7.0,100.0,0.5753641449035616,0.0,0.22324287999189102,0.41547570692312036,0.6067988756416817,0.3193592934575057,32.13689241948083,중상,0.22324287999189102,0.41547570692312036,2,상승-거래정체형
은행2동,2023,4331764.166666667,,3.0,,,0.0,,,,,,,,,,
은행2동,2024,4372036.666666667,0.9297020440286358,3.5,16.666666666666664,0.1177830356563836,0.0,-1.7365198066052379,-0.26666981532308903,-0.03436367699553537,-1.0015948109641635,4.726873788734164,하,-1.7365198066052379,-0.26666981532308903,1,하락-거래위축형
